date,risk_parity,equal_weight
2024-05-20,123334.56808356574,144975.15700886122
2024-05-21,124145.94872071543,146109.2946679107
2024-05-22,123755.86167495555,145738.08472749993
2024-05-23,122433.7889403045,145491.67682983226
2024-05-24,122950.609211138,146628.19313921334
2024-05-28,122647.85793797704,147293.0499291362
2024-05-29,121906.40424315684,146658.72901730533
2024-05-30,121706.43826431986,145785.6285870495
2024-05-31,123426.32840396021,147614.38348967698
2024-06-03,123536.90908705693,148197.21122166506
2024-06-04,123666.72393288367,148221.35380851035
2024-06-05,124121.44754267798,149367.11678571397
2024-06-06,124346.1091017887,149352.53715958804
2024-06-07,124489.09116960493,149591.34867222368
2024-06-10,124339.88500708812,149560.22036599318
2024-06-11,125169.2939036607,149937.11419830786
2024-06-12,125629.8192577136,150856.1052880839
2024-06-13,126132.50603558915,151778.3460610075
2024-06-14,126059.3046415552,151895.00105807357
2024-06-17,126872.61402282208,152639.7745861491
2024-06-18,127353.7275526203,153704.48976304306
2024-06-20,127200.43372658247,153340.34843454257
2024-06-21,126697.14512336274,152255.4287634279
2024-06-24,127143.65902421359,152093.3856682398
2024-06-25,127043.88331635958,152847.37427208843
2024-06-26,127383.15235472299,153108.86251804064
2024-06-27,127401.08254143591,152994.94613363597
2024-06-28,127020.55741800377,152804.31031556893
2024-07-01,127797.87469502962,154067.43947181033
2024-07-02,128603.37533254611,154949.90930496764
2024-07-03,128940.73211046612,156028.91795417768
2024-07-05,128965.27960659174,155801.1709725322
2024-07-08,129024.59498926971,156194.738036466
2024-07-09,129457.94093437247,156984.85263661217
2024-07-10,130911.11571649868,158961.25934395517
2024-07-11,129977.20444432386,157023.3111525951
2024-07-12,130014.24546125908,157326.4833134787
2024-07-15,130510.73290187953,158197.23902948038
2024-07-16,132205.5473284644,159774.28331346935
2024-07-17,133074.9562248739,159225.4585976914
2024-07-18,131815.81820916108,158058.35731843198
2024-07-19,130937.03008664354,156735.4964906384
2024-07-22,131093.75881964428,157512.71730142206
2024-07-23,130443.88686408766,156844.69061788835
2024-07-24,129986.48251144167,154925.01577339362
2024-07-25,129900.68066035424,154494.33524600905
2024-07-26,130981.21455655836,155673.32143849615
2024-07-29,130238.49120593695,154752.22543760308
2024-07-30,129763.29699911378,153500.20410279784
2024-07-31,129129.79461847726,154917.62179688425
2024-08-01,128276.81517940927,153096.9276889867
2024-08-02,127235.13545117535,151649.04636167444
2024-08-05,123857.39045913017,147137.92426755742
2024-08-06,124334.55138773865,148156.32338715548
2024-08-07,124811.91796627997,148031.69908542687
2024-08-08,126874.91837302045,151060.13612620052
2024-08-09,127597.13587023575,151796.11484456636
2024-08-12,127526.2555025816,152222.6580765084
2024-08-13,128462.09411668472,154130.4644950019
2024-08-14,129393.42293407266,155375.5607931445
2024-08-15,130181.13067828862,156787.5524120252
2024-08-16,130509.27987748547,157379.6278006032
2024-08-19,131271.49422908653,158818.17485396395
2024-08-20,130474.9484014317,157669.50218688452
2024-08-21,130511.59783993103,157862.62815221262
2024-08-22,130398.03597321764,157269.04826519705
2024-08-23,131612.5469343034,159217.12953624802
2024-08-26,132098.59409970767,159418.23549291177
2024-08-27,131759.03517419568,159247.4805970515
2024-08-28,131461.340871568,158680.62798443742
2024-08-29,132053.99503526147,158442.00143449494
2024-08-30,133001.0011191809,159723.8412228757
2024-09-03,131754.3722166384,156571.45293251882
2024-09-04,131397.24989828412,155809.41865606644
2024-09-05,130713.8134801505,155303.96553263994
2024-09-06,128980.92741619375,152778.66581340006
2024-09-09,130636.99531613015,155106.41784076815
2024-09-10,129811.38681396564,154212.67007204585
2024-09-11,129757.13414083289,155531.8485600026
2024-09-12,129937.30238700536,156121.5277174763
2024-09-13,129994.44857775934,156133.50930355175
2024-09-16,130799.7204035842,156612.14615230754
2024-09-17,131292.5117887623,157098.8147598819
2024-09-18,130884.5329189829,156494.24049349196
2024-09-19,132430.93467844927,159066.96840023453
2024-09-20,132115.59288932572,158409.91921173135
2024-09-23,131821.10996926963,158254.76354944104
2024-09-24,131530.98999955168,158559.467967669
2024-09-25,130753.26886258285,158045.72526318015
2024-09-26,130921.94507385613,158158.68171467268
2024-09-27,131113.57521395927,158187.72138955648
2024-09-30,131937.01256682785,159206.16041062927
2024-10-01,130702.95878360605,157296.04603753032
2024-10-02,130604.63735726888,157552.7334520777
2024-10-03,130387.37779932689,157789.3520240033
2024-10-04,131314.3659499543,159398.02234383274
2024-10-07,130489.43146599428,158765.6665269296
2024-10-08,131064.97296735279,159769.21981880197
2024-10-09,131996.8365885482,160842.18907576005
2024-10-10,131936.53883253993,161000.44353942963
2024-10-11,133728.33511443573,163232.58313280076
2024-10-14,134466.07510546237,164372.8323689524
2024-10-15,134597.74718028394,163640.55782241406
2024-10-16,134816.42708327083,164342.1205756773
2024-10-17,134891.8488048746,164522.39540834204
2024-10-18,135088.09395469748,164862.32467604667
2024-10-21,134530.1321430766,164902.81089858577
2024-10-22,135337.64097621635,165835.69610161326
2024-10-23,135024.40355655283,164835.6399953679
2024-10-24,134824.60852394084,164862.43752991388
2024-10-25,133946.4422877178,164118.89731029086
2024-10-28,134631.54571202694,164846.8331885774
2024-10-29,133985.29281032245,164222.9838180753
2024-10-30,133589.78236894778,163531.60675351764
2024-10-31,131297.05486316216,160293.00313987708
2024-11-01,131152.66092625167,160397.0849371921
2024-11-04,131050.89252470584,160227.73721797718
2024-11-05,131932.05783784555,161650.8798099451
2024-11-06,134848.31183150964,166584.5880244938
2024-11-07,134893.4926234962,166743.07949604306
2024-11-08,135394.81053169267,166973.3752693783
2024-11-11,134947.8286998603,166429.19083223247
2024-11-12,134805.44925449646,166670.5563464737
2024-11-13,135320.96750769933,167088.75643389788
2024-11-14,135395.11695869375,167323.99219553111
2024-11-15,135588.77359704414,166834.34644244428
2024-11-18,136164.04504651984,167274.36990667338
2024-11-19,135883.71417644594,167589.59744004716
2024-11-20,135864.06081491293,167353.13951310096
2024-11-21,137106.3305724479,168650.8246934254
2024-11-22,137970.7479703837,169241.1209279978
2024-11-25,138122.70253855156,168997.65294729263
2024-11-26,138435.41464662983,169589.9512238004
2024-11-27,138271.52652930268,169150.49362481025
2024-11-29,138517.70260362342,169712.66286264404
