Date,Open,High,Low,Close,Volume,Adj Close,dividends,splits,Ticker
2021-12-20,140.67959594726562,142.61050415039062,140.25,142.40150451660156,20264000,141.34141540527344,0.0,0.0,GOOG
2021-12-21,143.14999389648438,144.69204711914062,141.73500061035156,144.2205047607422,19548000,143.14688110351562,0.0,0.0,GOOG
2021-12-22,144.10000610351562,147.30299377441406,143.96299743652344,146.94900512695312,18438000,145.85504150390625,0.0,0.0,GOOG
2021-12-23,147.08949279785156,148.57260131835938,146.9508514404297,147.1425018310547,13818000,146.04713439941406,0.0,0.0,GOOG
2021-12-27,147.4635009765625,148.42649841308594,147.25,148.06399536132812,13256000,146.9617462158203,0.0,0.0,GOOG
2021-12-28,148.37449645996094,148.37449645996094,145.9355010986328,146.447998046875,18624000,145.3577880859375,0.0,0.0,GOOG
2021-12-29,146.42950439453125,147.18374633789062,145.50450134277344,146.50450134277344,17022000,145.41387939453125,0.0,0.0,GOOG
2021-12-30,146.4499969482422,147.0625,145.7584991455078,146.00250244140625,12978000,144.9156036376953,0.0,0.0,GOOG
2021-12-31,145.54400634765625,146.36500549316406,144.67750549316406,144.67950439453125,17298000,143.6024627685547,0.0,0.0,GOOG
2022-01-03,144.47549438476562,145.5500030517578,143.50250244140625,145.07449340820312,25214000,143.9945068359375,0.0,0.0,GOOG
2022-01-04,145.55050659179688,146.61000061035156,143.81614685058594,144.41650390625,22928000,143.34141540527344,0.0,0.0,GOOG
2022-01-05,144.18099975585938,144.29800415039062,137.52349853515625,137.65350341796875,49642000,136.62876892089844,0.0,0.0,GOOG
2022-01-06,137.49749755859375,139.68600463867188,136.7635040283203,137.55099487304688,29050000,136.52700805664062,0.0,0.0,GOOG
2022-01-07,137.90499877929688,138.25474548339844,135.78900146484375,137.00450134277344,19408000,135.98458862304688,0.0,0.0,GOOG
2022-01-10,135.0989990234375,138.63999938964844,133.1405029296875,138.57400512695312,34096000,137.5424041748047,0.0,0.0,GOOG
2022-01-11,138.1804962158203,140.32949829101562,136.81350708007812,140.0175018310547,23502000,138.97515869140625,0.0,0.0,GOOG
2022-01-12,141.55450439453125,142.8142547607422,141.11199951171875,141.6479949951172,23642000,140.593505859375,0.0,0.0,GOOG
2022-01-13,141.8404998779297,143.1855010986328,138.91400146484375,139.13099670410156,26566000,138.09527587890625,0.0,0.0,GOOG
2022-01-14,137.5,141.20050048828125,137.5,139.7864990234375,23826000,138.74588012695312,0.0,0.0,GOOG
2022-01-18,136.60000610351562,137.39149475097656,135.61700439453125,136.29049682617188,27382000,135.27590942382812,0.0,0.0,GOOG
2022-01-19,136.93850708007812,138.39950561523438,135.5,135.65199279785156,20796000,134.64215087890625,0.0,0.0,GOOG
2022-01-20,136.51400756835938,137.91200256347656,133.14450073242188,133.50650024414062,21930000,132.51263427734375,0.0,0.0,GOOG
2022-01-21,133.01199340820312,134.760498046875,130.00100708007812,130.0919952392578,41920000,129.12353515625,0.0,0.0,GOOG
2022-01-24,126.02749633789062,130.77850341796875,124.64195251464844,130.3719940185547,55148000,129.4014434814453,0.0,0.0,GOOG
2022-01-25,128.4355010986328,129.3385009765625,126.37799835205078,126.7354965209961,36008000,125.79203033447266,0.0,0.0,GOOG
2022-01-26,130.59249877929688,132.8074951171875,127.15350341796875,129.24000549316406,39630000,128.2779083251953,0.0,0.0,GOOG
2022-01-27,131.36099243164062,132.60995483398438,128.94500732421875,129.12100219726562,30248000,128.15977478027344,0.0,0.0,GOOG
2022-01-28,130.0,133.37049865722656,128.6945037841797,133.2895050048828,30518000,132.2972412109375,0.0,0.0,GOOG
2022-01-31,134.197998046875,135.843505859375,132.2740020751953,135.69850158691406,34056000,134.68832397460938,0.0,0.0,GOOG
2022-02-01,137.8350067138672,138.1999969482422,134.56825256347656,137.8784942626953,51204000,136.85208129882812,0.0,0.0,GOOG
