symbol,Date,Open,High,Low,Close,Volume,Adj Close,dividends,Ticker
SPY,2022-02-08,446.7300109863281,451.9200134277344,445.2200012207031,450.94000244140625,81012000,427.8133239746094,0.0,SPY
SPY,2022-02-09,455.2200012207031,457.8800048828125,455.010009765625,457.5400085449219,92589900,434.0747985839844,0.0,SPY
SPY,2022-02-10,451.3399963378906,457.7099914550781,447.20001220703125,449.32000732421875,140103700,426.27642822265625,0.0,SPY
SPY,2022-02-11,449.4100036621094,451.6099853515625,438.94000244140625,440.4599914550781,153214600,417.8707580566406,0.0,SPY
SPY,2022-02-14,439.9200134277344,441.6000061035156,435.3399963378906,439.0199890136719,123006300,416.504638671875,0.0,SPY
SPY,2022-02-15,443.7300109863281,446.2799987792969,443.17999267578125,446.1000061035156,88482700,423.2215576171875,0.0,SPY
SPY,2022-02-16,443.92999267578125,448.05999755859375,441.94000244140625,446.6000061035156,84863600,423.6958923339844,0.0,SPY
SPY,2022-02-17,443.2200012207031,446.57000732421875,436.4200134277344,437.05999755859375,102259100,414.6451721191406,0.0,SPY
SPY,2022-02-18,437.3299865722656,438.6600036621094,431.82000732421875,434.2300109863281,132642900,411.9602966308594,0.0,SPY
SPY,2022-02-22,431.8900146484375,435.5,425.8599853515625,429.57000732421875,124391800,407.5393371582031,0.0,SPY
SPY,2022-02-23,432.6600036621094,433.260009765625,421.3500061035156,421.95001220703125,132578000,400.31011962890625,0.0,SPY
SPY,2022-02-24,411.0199890136719,428.760009765625,410.6400146484375,428.29998779296875,213942900,406.3344421386719,0.0,SPY
SPY,2022-02-25,429.6099853515625,437.8399963378906,427.8599853515625,437.75,121804500,415.2997741699219,0.0,SPY
SPY,2022-02-28,432.0299987792969,438.20001220703125,430.70001220703125,436.6300048828125,145615000,414.2371826171875,0.0,SPY
SPY,2022-03-01,435.0400085449219,437.1700134277344,427.1099853515625,429.9800109863281,137785900,407.92828369140625,0.0,SPY
SPY,2022-03-02,432.3699951171875,439.7200012207031,431.57000732421875,437.8900146484375,117726500,415.43255615234375,0.0,SPY
SPY,2022-03-03,440.4700012207031,441.1099853515625,433.79998779296875,435.7099914550781,105501700,413.3643798828125,0.0,SPY
SPY,2022-03-04,431.75,433.3699951171875,427.8800048828125,432.1700134277344,113978200,410.0059814453125,0.0,SPY
SPY,2022-03-07,431.54998779296875,432.29998779296875,419.3599853515625,419.42999267578125,137896600,397.9192810058594,0.0,SPY
SPY,2022-03-08,419.6199951171875,427.2099914550781,415.1199951171875,416.25,164772700,394.90240478515625,0.0,SPY
SPY,2022-03-09,425.1400146484375,429.510009765625,422.82000732421875,427.4100036621094,116990800,405.4901123046875,0.0,SPY
SPY,2022-03-10,422.5199890136719,426.42999267578125,420.44000244140625,425.4800109863281,93972700,403.6590881347656,0.0,SPY
SPY,2022-03-11,428.1199951171875,428.7699890136719,419.5299987792969,420.07000732421875,95636300,398.5265197753906,0.0,SPY
SPY,2022-03-14,420.8900146484375,424.54998779296875,415.7900085449219,417.0,95729200,395.61395263671875,0.0,SPY
SPY,2022-03-15,419.7699890136719,426.8399963378906,418.4200134277344,426.1700134277344,106219100,404.3136291503906,0.0,SPY
SPY,2022-03-16,429.8900146484375,435.67999267578125,424.79998779296875,435.6199951171875,144954800,413.2789611816406,0.0,SPY
SPY,2022-03-17,433.5899963378906,441.07000732421875,433.19000244140625,441.07000732421875,102676900,418.44952392578125,0.0,SPY
SPY,2022-03-18,438.0,444.8599853515625,437.2200012207031,444.5199890136719,106345500,423.03271484375,1.366,SPY
SPY,2022-03-21,444.3399963378906,446.4599914550781,440.67999267578125,444.3900146484375,88349800,422.90899658203125,0.0,SPY
SPY,2022-03-22,445.8599853515625,450.5799865722656,445.8599853515625,449.5899963378906,74650400,427.8575744628906,0.0,SPY
SPY,2022-03-23,446.9100036621094,448.489990234375,443.7099914550781,443.79998779296875,79426100,422.3475036621094,0.0,SPY
SPY,2022-03-24,445.94000244140625,450.5,444.760009765625,450.489990234375,64736900,428.7141418457031,0.0,SPY
SPY,2022-03-25,451.1600036621094,452.9800109863281,448.42999267578125,452.69000244140625,77101300,430.8078308105469,0.0,SPY
SPY,2022-03-28,452.05999755859375,455.9100036621094,450.05999755859375,455.9100036621094,68529800,433.8720703125,0.0,SPY
SPY,2022-03-29,460.0199890136719,462.07000732421875,457.17999267578125,461.54998779296875,86581500,439.2394714355469,0.0,SPY
SPY,2022-03-30,460.3399963378906,461.20001220703125,456.4700012207031,458.70001220703125,79666900,436.52728271484375,0.0,SPY
SPY,2022-03-31,457.8900146484375,458.760009765625,451.1600036621094,451.6400146484375,121699900,429.80853271484375,0.0,SPY
SPY,2022-04-01,453.30999755859375,453.4599914550781,449.1400146484375,452.9200134277344,89048800,431.0266418457031,0.0,SPY
SPY,2022-04-04,453.1300048828125,456.9100036621094,452.260009765625,456.79998779296875,59601000,434.71905517578125,0.0,SPY
SPY,2022-04-05,455.2200012207031,457.8299865722656,449.82000732421875,451.0299987792969,74214500,429.2281188964844,0.0,SPY
SPY,2022-04-06,446.8900146484375,448.92999267578125,443.4700012207031,446.5199890136719,106898000,424.9360046386719,0.0,SPY
SPY,2022-04-07,445.5899963378906,450.69000244140625,443.5299987792969,448.7699890136719,78097200,427.0772705078125,0.0,SPY
SPY,2022-04-08,447.9700012207031,450.6300048828125,445.94000244140625,447.57000732421875,79272700,425.935302734375,0.0,SPY
SPY,2022-04-11,444.1099853515625,445.0,439.3900146484375,439.9200134277344,89770500,418.65509033203125,0.0,SPY
SPY,2022-04-12,443.0799865722656,445.75,436.6499938964844,438.2900085449219,84363600,417.10382080078125,0.0,SPY
SPY,2022-04-13,438.0299987792969,444.1099853515625,437.8399963378906,443.30999755859375,74070400,421.8811340332031,0.0,SPY
SPY,2022-04-14,443.54998779296875,444.7300109863281,437.67999267578125,437.7900085449219,97869500,416.6279296875,0.0,SPY
SPY,2022-04-18,436.80999755859375,439.75,435.6099853515625,437.9700012207031,66002500,416.79925537109375,0.0,SPY
SPY,2022-04-19,437.8599853515625,445.79998779296875,437.67999267578125,445.0400085449219,77821000,423.5275573730469,0.0,SPY
SPY,2022-04-20,446.9200134277344,447.57000732421875,443.4800109863281,444.7099914550781,65224400,423.2135009765625,0.0,SPY
SPY,2022-04-21,448.5400085449219,450.010009765625,437.1000061035156,438.05999755859375,85417300,416.8849792480469,0.0,SPY
SPY,2022-04-22,436.9100036621094,438.0799865722656,425.44000244140625,426.0400085449219,132471800,405.44598388671875,0.0,SPY
SPY,2022-04-25,423.6700134277344,428.69000244140625,418.8399963378906,428.510009765625,119647700,407.7966003417969,0.0,SPY
SPY,2022-04-26,425.8299865722656,426.0400085449219,416.07000732421875,416.1000061035156,103996300,395.98651123046875,0.0,SPY
SPY,2022-04-27,417.239990234375,422.9200134277344,415.010009765625,417.2699890136719,122030000,397.09991455078125,0.0,SPY
SPY,2022-04-28,422.2900085449219,429.6400146484375,417.6000061035156,427.80999755859375,105449100,407.13043212890625,0.0,SPY
SPY,2022-04-29,423.5899963378906,425.8699951171875,411.2099914550781,412.0,145491100,392.0846862792969,0.0,SPY
SPY,2022-05-02,412.07000732421875,415.9200134277344,405.0199890136719,414.4800109863281,158312500,394.44482421875,0.0,SPY
SPY,2022-05-03,415.010009765625,418.92999267578125,413.3599853515625,416.3800048828125,100028200,396.2529296875,0.0,SPY
SPY,2022-05-04,417.0799865722656,429.6600036621094,413.7099914550781,429.05999755859375,144247900,408.3199768066406,0.0,SPY
SPY,2022-05-05,424.54998779296875,425.0,409.44000244140625,413.80999755859375,172929100,393.80718994140625,0.0,SPY
SPY,2022-05-06,411.1000061035156,414.79998779296875,405.7300109863281,411.3399963378906,151770800,391.45654296875,0.0,SPY
SPY,2022-05-09,405.1000061035156,406.4100036621094,396.5,398.1700134277344,155586100,378.92315673828125,0.0,SPY
SPY,2022-05-10,404.489990234375,406.0799865722656,394.82000732421875,399.0899963378906,132497200,379.7986755371094,0.0,SPY
SPY,2022-05-11,398.07000732421875,404.0400085449219,391.9599914550781,392.75,142361000,373.76519775390625,0.0,SPY
SPY,2022-05-12,389.3699951171875,395.79998779296875,385.1499938964844,392.3399963378906,125090800,373.375,0.0,SPY
SPY,2022-05-13,396.7099914550781,403.17999267578125,395.6099853515625,401.7200012207031,104174400,382.301513671875,0.0,SPY
SPY,2022-05-16,399.9800109863281,403.9700012207031,397.6000061035156,400.0899963378906,78622400,380.7503662109375,0.0,SPY
SPY,2022-05-17,406.5299987792969,408.57000732421875,402.5799865722656,408.32000732421875,83029700,388.5825500488281,0.0,SPY
SPY,2022-05-18,403.5,403.79998779296875,390.54998779296875,391.8599853515625,117674500,372.918212890625,0.0,SPY
SPY,2022-05-19,388.6199951171875,394.1400146484375,387.1099853515625,389.4599914550781,98510700,370.63421630859375,0.0,SPY
SPY,2022-05-20,393.25,397.0299987792969,380.5400085449219,389.6300048828125,131432200,370.7960205078125,0.0,SPY
SPY,2022-05-23,392.8299865722656,397.7300109863281,390.3800048828125,396.9200134277344,76414900,377.73358154296875,0.0,SPY
SPY,2022-05-24,392.55999755859375,395.1499938964844,386.9599914550781,393.8900146484375,91448800,374.8501281738281,0.0,SPY
SPY,2022-05-25,392.30999755859375,399.45001220703125,391.8900146484375,397.3699951171875,91472900,378.16180419921875,0.0,SPY
SPY,2022-05-26,398.6700134277344,407.0400085449219,398.45001220703125,405.30999755859375,82168300,385.7180480957031,0.0,SPY
SPY,2022-05-27,407.9100036621094,415.3800048828125,407.70001220703125,415.260009765625,84768700,395.18707275390625,0.0,SPY
SPY,2022-05-31,413.54998779296875,416.4599914550781,410.0299987792969,412.92999267578125,95937000,392.9697265625,0.0,SPY
SPY,2022-06-01,415.1700134277344,416.239990234375,406.92999267578125,409.5899963378906,86585800,389.7911682128906,0.0,SPY
SPY,2022-06-02,409.4200134277344,417.44000244140625,407.0400085449219,417.3900146484375,79609600,397.214111328125,0.0,SPY
SPY,2022-06-03,412.3999938964844,414.0400085449219,409.510009765625,410.5400085449219,71874300,390.6952209472656,0.0,SPY
SPY,2022-06-06,414.7799987792969,416.6099853515625,410.54998779296875,411.7900085449219,57508900,391.884765625,0.0,SPY
SPY,2022-06-07,408.1000061035156,416.2200012207031,407.6099853515625,415.739990234375,59272400,395.6438293457031,0.0,SPY
SPY,2022-06-08,413.92999267578125,415.82000732421875,410.3800048828125,411.2200012207031,64350000,391.3423767089844,0.0,SPY
SPY,2022-06-09,409.3399963378906,411.739990234375,401.44000244140625,401.44000244140625,86289800,382.03509521484375,0.0,SPY
SPY,2022-06-10,394.8800048828125,395.7799987792969,389.75,389.79998779296875,132893900,370.957763671875,0.0,SPY
SPY,2022-06-13,379.8500061035156,381.80999755859375,373.29998779296875,375.0,170004900,356.8731689453125,0.0,SPY
SPY,2022-06-14,376.8500061035156,377.94000244140625,370.5899963378906,373.8699951171875,104011800,355.79779052734375,0.0,SPY
SPY,2022-06-15,377.3599853515625,383.8999938964844,372.1199951171875,379.20001220703125,125666800,360.87017822265625,0.0,SPY
SPY,2022-06-16,370.510009765625,370.94000244140625,364.0799865722656,366.6499938964844,134473300,348.9267578125,0.0,SPY
SPY,2022-06-17,365.510009765625,369.3800048828125,362.1700134277344,365.8599853515625,111113900,349.6789855957031,1.577,SPY
SPY,2022-06-21,371.8900146484375,376.5299987792969,371.80999755859375,375.07000732421875,76811900,358.4817199707031,0.0,SPY
SPY,2022-06-22,370.6199951171875,378.7200012207031,370.17999267578125,374.3900146484375,90059400,357.831787109375,0.0,SPY
SPY,2022-06-23,376.6400146484375,378.8299865722656,372.8900146484375,378.05999755859375,79292100,361.3393859863281,0.0,SPY
SPY,2022-06-24,381.3999938964844,390.0899963378906,381.3699951171875,390.0799865722656,98050300,372.82781982421875,0.0,SPY
SPY,2022-06-27,391.04998779296875,391.3599853515625,387.44000244140625,388.5899963378906,66009600,371.4037170410156,0.0,SPY
SPY,2022-06-28,390.2300109863281,393.1600036621094,380.5299987792969,380.6499938964844,86548900,363.8149108886719,0.0,SPY
SPY,2022-06-29,381.2300109863281,382.2699890136719,378.4200134277344,380.3399963378906,65676000,363.5185546875,0.0,SPY
SPY,2022-06-30,376.239990234375,380.6600036621094,372.55999755859375,377.25,112508300,360.56524658203125,0.0,SPY
SPY,2022-07-01,376.55999755859375,381.70001220703125,373.79998779296875,381.239990234375,74839700,364.3787536621094,0.0,SPY
SPY,2022-07-05,375.8800048828125,381.9800109863281,372.8999938964844,381.9599914550781,81438000,365.06689453125,0.0,SPY
SPY,2022-07-06,382.1099853515625,385.8699951171875,379.6000061035156,383.25,70426200,366.2998962402344,0.0,SPY
SPY,2022-07-07,385.1199951171875,389.8299865722656,383.2699890136719,388.989990234375,64525900,371.78594970703125,0.0,SPY
SPY,2022-07-08,387.2699890136719,390.6400146484375,385.6600036621094,388.6700134277344,72397800,371.480224609375,0.0,SPY
SPY,2022-07-11,385.8500061035156,386.8699951171875,383.5,384.2300109863281,58366900,367.2365417480469,0.0,SPY
SPY,2022-07-12,383.6499938964844,386.1600036621094,378.989990234375,380.8299865722656,62219200,363.9869079589844,0.0,SPY
SPY,2022-07-13,375.1000061035156,381.9200134277344,374.6600036621094,378.8299865722656,84224600,362.0753479003906,0.0,SPY
SPY,2022-07-14,373.6099853515625,379.04998779296875,371.0400085449219,377.9100036621094,89704800,361.196044921875,0.0,SPY
SPY,2022-07-15,382.54998779296875,385.25,380.5400085449219,385.1300048828125,79060400,368.09674072265625,0.0,SPY
SPY,2022-07-18,388.3800048828125,389.0899963378906,380.6600036621094,381.95001220703125,63203600,365.05743408203125,0.0,SPY
SPY,2022-07-19,386.0799865722656,392.8699951171875,385.3900146484375,392.2699890136719,78506000,374.9209289550781,0.0,SPY
SPY,2022-07-20,392.4700012207031,396.260009765625,391.0299987792969,394.7699890136719,71843800,377.31036376953125,0.0,SPY
SPY,2022-07-21,394.1600036621094,398.8399963378906,391.6300048828125,398.7900085449219,64903900,381.152587890625,0.0,SPY
SPY,2022-07-22,398.9200134277344,400.17999267578125,392.75,395.0899963378906,72197300,377.61627197265625,0.0,SPY
SPY,2022-07-25,395.75,396.4700012207031,393.2099914550781,395.57000732421875,53631500,378.0749816894531,0.0,SPY
SPY,2022-07-26,393.8399963378906,394.05999755859375,389.95001220703125,390.8900146484375,52946400,373.6020202636719,0.0,SPY
SPY,2022-07-27,394.3599853515625,402.8800048828125,394.04998779296875,401.0400085449219,82342100,383.3031005859375,0.0,SPY
SPY,2022-07-28,401.8900146484375,406.79998779296875,398.1499938964844,406.07000732421875,73966600,388.1106262207031,0.0,SPY
SPY,2022-07-29,407.5799865722656,413.0299987792969,406.7699890136719,411.989990234375,87003700,393.7687683105469,0.0,SPY
SPY,2022-08-01,409.1499938964844,413.4100036621094,408.3999938964844,410.7699890136719,69997500,392.6028137207031,0.0,SPY
SPY,2022-08-02,409.1199951171875,413.0,406.82000732421875,408.05999755859375,63435400,390.0126037597656,0.0,SPY
SPY,2022-08-03,410.29998779296875,415.67999267578125,410.0,414.45001220703125,67820600,396.1200256347656,0.0,SPY
SPY,2022-08-04,414.3699951171875,415.0899963378906,412.44000244140625,414.1700134277344,45656600,395.85235595703125,0.0,SPY
SPY,2022-08-05,409.6600036621094,414.1499938964844,409.6000061035156,413.4700012207031,56814900,395.1833801269531,0.0,SPY
SPY,2022-08-08,415.25,417.6199951171875,411.8299865722656,412.989990234375,53886100,394.7245178222656,0.0,SPY
SPY,2022-08-09,412.2200012207031,412.75,410.2200012207031,411.3500061035156,44931800,393.1571350097656,0.0,SPY
SPY,2022-08-10,418.7799987792969,420.1400146484375,416.7200012207031,419.989990234375,68665700,401.4149475097656,0.0,SPY
SPY,2022-08-11,422.989990234375,424.95001220703125,419.2099914550781,419.989990234375,59489700,401.4149475097656,0.0,SPY
SPY,2022-08-12,422.0299987792969,427.2099914550781,421.0299987792969,427.1000061035156,61694500,408.21051025390625,0.0,SPY
SPY,2022-08-15,424.7699890136719,429.4100036621094,424.7099914550781,428.8599853515625,54048300,409.8926696777344,0.0,SPY
SPY,2022-08-16,427.7300109863281,431.7300109863281,426.8800048828125,429.70001220703125,59289000,410.6955261230469,0.0,SPY
SPY,2022-08-17,425.9100036621094,429.5,424.5400085449219,426.6499938964844,63563400,407.7804260253906,0.0,SPY
SPY,2022-08-18,426.8599853515625,428.6099853515625,425.5,427.8900146484375,49023200,408.96551513671875,0.0,SPY
SPY,2022-08-19,424.9800109863281,425.260009765625,421.2200012207031,422.1400146484375,68016900,403.46990966796875,0.0,SPY
SPY,2022-08-22,417.04998779296875,417.2300109863281,412.3999938964844,413.3500061035156,77695600,395.06866455078125,0.0,SPY
SPY,2022-08-23,412.8999938964844,415.4200134277344,411.7699890136719,412.3500061035156,49105200,394.1129150390625,0.0,SPY
SPY,2022-08-24,412.1099853515625,415.1099853515625,411.3900146484375,413.6700134277344,49177800,395.3745422363281,0.0,SPY
SPY,2022-08-25,415.239990234375,419.55999755859375,414.0899963378906,419.510009765625,50942300,400.95623779296875,0.0,SPY
SPY,2022-08-26,419.3900146484375,419.9599914550781,405.25,405.30999755859375,103087000,387.3842468261719,0.0,SPY
SPY,2022-08-29,402.20001220703125,405.8399963378906,401.20001220703125,402.6300048828125,65370800,384.8227844238281,0.0,SPY
SPY,2022-08-30,403.8500061035156,404.1000061035156,396.0,398.2099914550781,85652400,380.5982666015625,0.0,SPY
SPY,2022-08-31,399.92999267578125,401.239990234375,395.0400085449219,395.17999267578125,76029700,377.7023010253906,0.0,SPY
SPY,2022-09-01,392.8900146484375,396.7799987792969,390.0400085449219,396.4200134277344,78740100,378.8874206542969,0.0,SPY
SPY,2022-09-02,400.2799987792969,401.55999755859375,390.3299865722656,392.239990234375,99632100,374.8923034667969,0.0,SPY
SPY,2022-09-06,393.1300048828125,394.1199951171875,388.4200134277344,390.760009765625,76637400,373.4777526855469,0.0,SPY
SPY,2022-09-07,390.42999267578125,398.5899963378906,390.20001220703125,397.7799987792969,70964200,380.187255859375,0.0,SPY
SPY,2022-09-08,395.3900146484375,400.8599853515625,394.1199951171875,400.3800048828125,80821700,382.6722717285156,0.0,SPY
SPY,2022-09-09,402.739990234375,407.510009765625,402.4599914550781,406.6000061035156,76706900,388.6171569824219,0.0,SPY
SPY,2022-09-12,408.7799987792969,411.7300109863281,408.4599914550781,410.9700012207031,69256300,392.79388427734375,0.0,SPY
SPY,2022-09-13,401.8299865722656,403.1000061035156,391.9200134277344,393.1000061035156,122947100,375.7142333984375,0.0,SPY
SPY,2022-09-14,394.4700012207031,396.20001220703125,391.1199951171875,394.6000061035156,85023700,377.1479187011719,0.0,SPY
SPY,2022-09-15,392.9599914550781,395.9599914550781,388.7799987792969,390.1199951171875,87633800,372.86602783203125,0.0,SPY
SPY,2022-09-16,384.1400146484375,386.25,382.1099853515625,385.55999755859375,103084800,370.021484375,1.596,SPY
SPY,2022-09-19,382.260009765625,388.54998779296875,382.17999267578125,388.54998779296875,73278500,372.8909912109375,0.0,SPY
SPY,2022-09-20,385.05999755859375,386.1199951171875,381.20001220703125,384.0899963378906,77274900,368.6107482910156,0.0,SPY
SPY,2022-09-21,386.1099853515625,389.30999755859375,377.3800048828125,377.3900146484375,106746600,362.18072509765625,0.0,SPY
SPY,2022-09-22,376.5799865722656,378.29998779296875,373.44000244140625,374.2200012207031,89472600,359.13848876953125,0.0,SPY
SPY,2022-09-23,370.5799865722656,370.6199951171875,363.2900085449219,367.95001220703125,122346900,353.1212158203125,0.0,SPY
SPY,2022-09-26,366.4100036621094,370.2099914550781,363.0299987792969,364.30999755859375,92581200,349.62786865234375,0.0,SPY
SPY,2022-09-27,368.0199890136719,370.3999938964844,360.8699951171875,363.3800048828125,108294100,348.7353820800781,0.0,SPY
SPY,2022-09-28,364.3800048828125,372.29998779296875,362.6000061035156,370.5299987792969,110802200,355.59716796875,0.0,SPY
SPY,2022-09-29,366.80999755859375,367.1099853515625,359.70001220703125,362.7900085449219,112952300,348.169189453125,0.0,SPY
SPY,2022-09-30,361.79998779296875,365.9100036621094,357.0400085449219,357.17999267578125,153711200,342.78521728515625,0.0,SPY
SPY,2022-10-03,361.0799865722656,368.54998779296875,359.2099914550781,366.6099853515625,89756500,351.8352355957031,0.0,SPY
SPY,2022-10-04,372.3999938964844,378.0,366.57000732421875,377.9700012207031,103602800,362.7374267578125,0.0,SPY
SPY,2022-10-05,373.3900146484375,379.4599914550781,370.95001220703125,377.0899963378906,88065700,361.8928527832031,0.0,SPY
SPY,2022-10-06,375.6199951171875,378.7200012207031,372.67999267578125,373.20001220703125,82333500,358.1596374511719,0.0,SPY
SPY,2022-10-07,368.9700012207031,373.2900085449219,360.94000244140625,362.7900085449219,107789500,348.169189453125,0.0,SPY
SPY,2022-10-10,363.9599914550781,364.2099914550781,357.6700134277344,360.0199890136719,76042800,345.5107421875,0.0,SPY
SPY,2022-10-11,358.239990234375,363.0299987792969,355.7099914550781,357.739990234375,92482800,343.3226013183594,0.0,SPY
SPY,2022-10-12,358.1700134277344,359.82000732421875,356.29998779296875,356.55999755859375,76991800,342.1902160644531,0.0,SPY
SPY,2022-10-13,349.2099914550781,367.510009765625,348.1099853515625,365.9700012207031,147254500,351.220947265625,0.0,SPY
SPY,2022-10-14,368.54998779296875,370.260009765625,356.9599914550781,357.6300048828125,123737000,343.2171325683594,0.0,SPY
SPY,2022-10-17,364.010009765625,367.9800109863281,357.2799987792969,366.82000732421875,93168200,352.0367431640625,0.0,SPY
SPY,2022-10-18,375.1300048828125,375.45001220703125,367.5199890136719,371.1300048828125,97162900,356.1730041503906,0.0,SPY
SPY,2022-10-19,368.989990234375,371.8500061035156,365.54998779296875,368.5,79746900,353.6490173339844,0.0,SPY
SPY,2022-10-20,368.0299987792969,372.6700134277344,364.6099853515625,365.4100036621094,88283100,350.68353271484375,0.0,SPY
SPY,2022-10-21,365.1199951171875,374.79998779296875,363.5400085449219,374.2900085449219,131038400,359.2056884765625,0.0,SPY
SPY,2022-10-24,375.8900146484375,380.05999755859375,373.1099853515625,378.8699951171875,85436900,363.60113525390625,0.0,SPY
SPY,2022-10-25,378.7900085449219,385.25,378.6700134277344,384.9200134277344,78846300,369.4073181152344,0.0,SPY
SPY,2022-10-26,381.6199951171875,387.5799865722656,381.3500061035156,382.0199890136719,104087300,366.6241760253906,0.0,SPY
SPY,2022-10-27,383.07000732421875,385.0,379.3299865722656,379.9800109863281,81971800,364.6664123535156,0.0,SPY
SPY,2022-10-28,379.8699951171875,389.5199890136719,379.67999267578125,389.0199890136719,100302000,373.3420715332031,0.0,SPY
SPY,2022-10-31,386.44000244140625,388.3999938964844,385.260009765625,386.2099914550781,96631300,370.645263671875,0.0,SPY
SPY,2022-11-01,390.1400146484375,390.3900146484375,383.2900085449219,384.5199890136719,85407600,369.02337646484375,0.0,SPY
SPY,2022-11-02,383.8999938964844,388.6300048828125,374.760009765625,374.8699951171875,126990400,359.7623291015625,0.0,SPY
SPY,2022-11-03,371.4700012207031,374.20001220703125,368.7900085449219,371.010009765625,87100100,356.057861328125,0.0,SPY
SPY,2022-11-04,377.0,378.8699951171875,370.0,376.3500061035156,103505200,361.1826171875,0.0,SPY
SPY,2022-11-07,377.7099914550781,380.57000732421875,375.5299987792969,379.95001220703125,68286900,364.6376037597656,0.0,SPY
SPY,2022-11-08,381.1099853515625,385.1199951171875,377.7200012207031,382.0,84641100,366.6049499511719,0.0,SPY
SPY,2022-11-09,379.92999267578125,381.1400146484375,373.6099853515625,374.1300048828125,78495500,359.0521545410156,0.0,SPY
