Date,Open,High,Low,Close,Volume,Adj Close,dividends,Ticker
2021-12-20,159.33999633789062,159.60000610351562,155.47000122070312,156.97999572753906,8411900,147.28370666503906,0.0,NKE
2021-12-21,166.69000244140625,171.19000244140625,164.7100067138672,166.6300048828125,13862900,156.33766174316406,0.0,NKE
2021-12-22,167.24000549316406,169.0,164.08999633789062,165.44000244140625,5811300,155.2211151123047,0.0,NKE
2021-12-23,166.25,167.16000366210938,165.44000244140625,165.6699981689453,3876900,155.43695068359375,0.0,NKE
2021-12-27,166.52000427246094,167.69000244140625,165.47999572753906,167.5800018310547,3769300,157.2289581298828,0.0,NKE
2021-12-28,167.8000030517578,168.25,166.3000030517578,166.4199981689453,2658600,156.14060974121094,0.0,NKE
2021-12-29,167.07000732421875,169.8000030517578,166.60000610351562,168.77999877929688,3830900,158.35482788085938,0.0,NKE
2021-12-30,168.30999755859375,170.1199951171875,167.1999969482422,167.49000549316406,2666800,157.14453125,0.0,NKE
2021-12-31,167.55999755859375,167.72000122070312,166.2100067138672,166.6699981689453,2752000,156.3751678466797,0.0,NKE
2022-01-03,167.52999877929688,167.91000366210938,163.30999755859375,164.6699981689453,5670500,154.49868774414062,0.0,NKE
2022-01-04,165.8800048828125,167.17999267578125,165.0,166.38999938964844,6064200,156.11245727539062,0.0,NKE
2022-01-05,166.49000549316406,167.00999450683594,162.10000610351562,162.25,5021000,152.2281951904297,0.0,NKE
2022-01-06,162.08999633789062,163.19000244140625,159.05999755859375,161.0399932861328,4144600,151.09292602539062,0.0,NKE
2022-01-07,160.77000427246094,161.13999938964844,156.86000061035156,156.97000122070312,5108000,147.27435302734375,0.0,NKE
2022-01-10,150.52000427246094,151.3300018310547,148.77999877929688,150.44000244140625,10439000,141.14764404296875,0.0,NKE
2022-01-11,150.47999572753906,150.83999633789062,147.60000610351562,150.3000030517578,8175400,141.01629638671875,0.0,NKE
2022-01-12,152.1300048828125,153.4600067138672,150.74000549316406,152.2100067138672,6351200,142.808349609375,0.0,NKE
2022-01-13,153.1999969482422,153.60000610351562,149.02000427246094,149.58999633789062,4990900,140.3501739501953,0.0,NKE
2022-01-14,148.38999938964844,148.83999633789062,146.85000610351562,148.17999267578125,6030500,139.02725219726562,0.0,NKE
2022-01-18,148.05999755859375,148.8300018310547,146.3000030517578,146.9499969482422,6931000,137.8732147216797,0.0,NKE
2022-01-19,147.75999450683594,149.10000610351562,145.02000427246094,145.11000061035156,4823800,136.14691162109375,0.0,NKE
2022-01-20,145.4600067138672,147.3800048828125,142.5,142.72999572753906,5366500,133.91390991210938,0.0,NKE
2022-01-21,144.32000732421875,146.36000061035156,142.85000610351562,142.9499969482422,7553400,134.1203155517578,0.0,NKE
2022-01-24,140.80999755859375,146.30999755859375,139.55999755859375,146.0,9733200,136.98190307617188,0.0,NKE
2022-01-25,144.97000122070312,147.9600067138672,142.50999450683594,145.47999572753906,8195400,136.49403381347656,0.0,NKE
2022-01-26,147.77999877929688,148.97000122070312,142.72999572753906,143.99000549316406,7444600,135.09605407714844,0.0,NKE
2022-01-27,144.99000549316406,147.35000610351562,143.5800018310547,144.63999938964844,6396400,135.70594787597656,0.0,NKE
2022-01-28,144.1199951171875,146.02999877929688,140.61000061035156,145.91000366210938,6130200,136.89749145507812,0.0,NKE
2022-01-31,146.27000427246094,148.17999267578125,145.22000122070312,148.07000732421875,6932200,138.924072265625,0.0,NKE
2022-02-01,149.5,149.67999267578125,146.8000030517578,148.22000122070312,6695000,139.0647735595703,0.0,NKE
2022-02-02,148.35000610351562,149.4600067138672,147.52999877929688,148.7100067138672,5491700,139.52452087402344,0.0,NKE
2022-02-03,147.39999389648438,148.4600067138672,144.97000122070312,145.30999755859375,5240200,136.33450317382812,0.0,NKE
2022-02-04,145.3699951171875,146.47999572753906,143.63999938964844,145.38999938964844,4313400,136.40960693359375,0.0,NKE
2022-02-07,145.3000030517578,146.1199951171875,144.22000122070312,145.13999938964844,3877500,136.175048828125,0.0,NKE
2022-02-08,144.74000549316406,145.5,142.3000030517578,143.52999877929688,5829400,134.6645050048828,0.0,NKE
2022-02-09,146.11000061035156,147.36000061035156,145.6699981689453,146.25999450683594,4551000,137.22584533691406,0.0,NKE
2022-02-10,143.9600067138672,147.5399932861328,143.85000610351562,144.82000732421875,5142600,135.8748016357422,0.0,NKE
2022-02-11,144.75999450683594,145.05999755859375,139.55999755859375,140.17999267578125,6710500,131.5213623046875,0.0,NKE
2022-02-14,140.0800018310547,143.2100067138672,139.7899932861328,141.58999633789062,6841200,132.84429931640625,0.0,NKE
2022-02-15,144.22000122070312,146.32000732421875,144.10000610351562,145.5800018310547,7820200,136.58786010742188,0.0,NKE
2022-02-16,145.02000427246094,146.9499969482422,144.61000061035156,146.49000549316406,4817500,137.44163513183594,0.0,NKE
2022-02-17,145.5399932861328,146.91000366210938,142.63999938964844,142.8000030517578,5202300,133.9795379638672,0.0,NKE
2022-02-18,143.3699951171875,143.94000244140625,141.80999755859375,142.9499969482422,5177400,134.1203155517578,0.0,NKE
2022-02-22,141.58999633789062,141.63999938964844,136.16000366210938,138.19000244140625,9604500,129.65431213378906,0.0,NKE
2022-02-23,139.66000366210938,140.97000122070312,136.50999450683594,136.8300018310547,7636600,128.3783416748047,0.0,NKE
2022-02-24,133.0,137.4199981689453,130.92999267578125,137.1699981689453,8417200,128.6973419189453,0.0,NKE
2022-02-25,138.1300048828125,139.22000122070312,136.19000244140625,138.8000030517578,5424500,130.2266387939453,0.0,NKE
2022-02-28,137.05999755859375,138.3800048828125,135.0399932861328,136.5500030517578,6613300,128.11563110351562,0.0,NKE
2022-03-01,136.72000122070312,136.75,131.14999389648438,132.22000122070312,6534000,124.05307006835938,0.0,NKE
2022-03-02,132.97999572753906,136.61000061035156,132.77000427246094,135.67999267578125,7743900,127.2993392944336,0.0,NKE
2022-03-03,136.74000549316406,136.8000030517578,133.4499969482422,133.97000122070312,4576500,125.69496154785156,0.0,NKE
2022-03-04,132.50999450683594,133.6199951171875,130.6999969482422,131.17999267578125,7084500,123.358154296875,0.305,NKE
2022-03-07,131.0,131.02999877929688,124.16999816894531,124.44000244140625,11383400,117.02005004882812,0.0,NKE
2022-03-08,125.23999786376953,125.47000122070312,120.80000305175781,121.20999908447266,9089400,113.98262786865234,0.0,NKE
2022-03-09,127.37999725341797,129.64999389648438,126.62999725341797,126.94999694824219,8845100,119.38038635253906,0.0,NKE
2022-03-10,124.0199966430664,126.5999984741211,124.0,126.02999877929688,7167400,118.51522827148438,0.0,NKE
2022-03-11,127.01000213623047,127.87000274658203,122.51000213623047,122.62999725341797,5882000,115.31797790527344,0.0,NKE
2022-03-14,121.52999877929688,122.44999694824219,116.75,117.56999969482422,13884900,110.5596694946289,0.0,NKE
2022-03-15,119.83999633789062,120.41999816894531,117.75,119.4000015258789,10431300,112.28057098388672,0.0,NKE
2022-03-16,122.8499984741211,126.11000061035156,121.93000030517578,125.19000244140625,11100400,117.72532653808594,0.0,NKE
2022-03-17,124.94000244140625,127.41000366210938,123.69999694824219,127.41000366210938,6845300,119.81295776367188,0.0,NKE
2022-03-18,126.8499984741211,131.4600067138672,126.69999694824219,131.24000549316406,10350900,123.41459655761719,0.0,NKE
2022-03-21,129.72000122070312,132.30999755859375,128.6199951171875,130.19000244140625,14388500,122.42719268798828,0.0,NKE
2022-03-22,137.27999877929688,139.0,132.99000549316406,133.08999633789062,19731200,125.15425872802734,0.0,NKE
2022-03-23,132.63999938964844,135.39999389648438,131.1999969482422,133.0,8068800,125.06961822509766,0.0,NKE
2022-03-24,133.75,134.19000244140625,131.1999969482422,132.0800018310547,5853800,124.20448303222656,0.0,NKE
2022-03-25,133.0500030517578,133.8699951171875,131.7100067138672,133.6999969482422,6287000,125.72787475585938,0.0,NKE
2022-03-28,133.75999450683594,134.86000061035156,132.1699981689453,134.80999755859375,5804100,126.7717056274414,0.0,NKE
2022-03-29,137.85000610351562,139.75,136.9499969482422,139.13999938964844,7275900,130.84352111816406,0.0,NKE
2022-03-30,138.97999572753906,139.86000061035156,137.55999755859375,138.5399932861328,5545800,130.279296875,0.0,NKE
2022-03-31,137.8300018310547,138.7100067138672,134.5,134.55999755859375,7206500,126.5365982055664,0.0,NKE
2022-04-01,134.4499969482422,135.27999877929688,132.75,133.52000427246094,5807500,125.5586166381836,0.0,NKE
2022-04-04,133.0500030517578,135.2100067138672,132.86000061035156,134.33999633789062,5307300,126.3297348022461,0.0,NKE
2022-04-05,134.0399932861328,134.67999267578125,132.02000427246094,132.3000030517578,5707800,124.41138458251953,0.0,NKE
2022-04-06,130.0500030517578,130.3000030517578,126.33000183105469,128.36000061035156,6961000,120.70630645751953,0.0,NKE
2022-04-07,127.43000030517578,129.97999572753906,127.08999633789062,129.3800048828125,5320500,121.66548919677734,0.0,NKE
2022-04-08,129.44000244140625,129.92999267578125,127.87999725341797,128.14999389648438,4877400,120.5088119506836,0.0,NKE
2022-04-11,125.0999984741211,126.87000274658203,124.31999969482422,124.9800033569336,6365400,117.52783203125,0.0,NKE
2022-04-12,125.19999694824219,128.10000610351562,124.33999633789062,125.04000091552734,5146800,117.58425903320312,0.0,NKE
2022-04-13,125.04000091552734,127.86000061035156,125.04000091552734,127.48999786376953,5119300,119.88819885253906,0.0,NKE
2022-04-14,129.0800018310547,134.3800048828125,128.88999938964844,133.4600067138672,12811300,125.50220489501953,0.0,NKE
2022-04-18,132.0,133.38999938964844,130.30999755859375,131.6300048828125,5298200,123.78131103515625,0.0,NKE
