Date,Open,High,Low,Close,Volume,Adj Close,dividends,Ticker
2021-12-20,154.50999450683594,154.6999969482422,151.83999633789062,153.94000244140625,15148000,138.5967254638672,0.0,JPM
2021-12-21,155.41000366210938,157.17999267578125,155.08999633789062,156.08999633789062,11291300,140.5323944091797,0.0,JPM
2021-12-22,155.75,157.05999755859375,155.24000549316406,156.6999969482422,7273000,141.08160400390625,0.0,JPM
2021-12-23,157.61000061035156,159.1199951171875,157.2100067138672,157.25999450683594,8055200,141.58580017089844,0.0,JPM
2021-12-27,157.60000610351562,158.1999969482422,156.33999633789062,158.16000366210938,6188100,142.39608764648438,0.0,JPM
2021-12-28,158.1999969482422,160.14999389648438,158.0800018310547,158.63999938964844,6342300,142.82823181152344,0.0,JPM
2021-12-29,158.85000610351562,159.6300048828125,158.14999389648438,158.55999755859375,6398900,142.75621032714844,0.0,JPM
2021-12-30,159.11000061035156,160.24000549316406,158.3699951171875,158.47999572753906,6948200,142.68418884277344,0.0,JPM
2021-12-31,158.4499969482422,159.2899932861328,157.9600067138672,158.35000610351562,5805900,142.567138671875,0.0,JPM
2022-01-03,159.86000061035156,162.63999938964844,159.50999450683594,161.6999969482422,13120900,145.583251953125,0.0,JPM
2022-01-04,164.30999755859375,168.5800018310547,164.22999572753906,167.8300018310547,20195800,151.10226440429688,0.0,JPM
2022-01-05,167.82000732421875,168.36000061035156,163.72999572753906,163.77999877929688,17539400,148.33981323242188,1.0,JPM
2022-01-06,166.91000366210938,167.3699951171875,163.8699951171875,165.52000427246094,14047500,149.91575622558594,0.0,JPM
2022-01-07,165.6699981689453,167.52999877929688,165.05999755859375,167.16000366210938,13913300,151.4011688232422,0.0,JPM
2022-01-10,169.07000732421875,169.30999755859375,165.52999877929688,167.32000732421875,12922500,151.54608154296875,0.0,JPM
2022-01-11,168.25999450683594,168.52000427246094,166.30999755859375,167.49000549316406,11854100,151.70005798339844,0.0,JPM
2022-01-12,168.4600067138672,169.58999633789062,167.17999267578125,168.44000244140625,12568000,152.56053161621094,0.0,JPM
2022-01-13,168.33999633789062,169.80999755859375,167.88999938964844,168.22999572753906,13623400,152.37030029296875,0.0,JPM
2022-01-14,160.75999450683594,161.02999877929688,156.89999389648438,157.88999938964844,40158400,143.0050811767578,0.0,JPM
2022-01-18,155.77999877929688,155.77999877929688,150.5399932861328,151.27000427246094,32324800,137.0091552734375,0.0,JPM
2022-01-19,151.57000732421875,152.22999572753906,148.5500030517578,148.92999267578125,22380000,134.88978576660156,0.0,JPM
