Date,Open,High,Low,Close,Volume,Adj Close,dividends,splits,Ticker
2021-12-20,27.30500030517578,28.143999099731445,27.145000457763672,27.7189998626709,461847000,27.665407180786133,0.0,0.0,NVDA
2021-12-21,28.374000549316406,29.1200008392334,27.400999069213867,29.075000762939453,524385000,29.018789291381836,0.0,0.0,NVDA
2021-12-22,28.891000747680664,29.55500030517578,28.448999404907227,29.399999618530273,395184000,29.343164443969727,0.0,0.0,NVDA
2021-12-23,29.7549991607666,30.05900001525879,29.430999755859375,29.639999389648438,343022000,29.582693099975586,0.0,0.0,NVDA
2021-12-27,29.65999984741211,31.086999893188477,29.639999389648438,30.94499969482422,403686000,30.885173797607422,0.0,0.0,NVDA
2021-12-28,31.312000274658203,31.329999923706055,30.011999130249023,30.32200050354004,420591000,30.26337242126465,0.0,0.0,NVDA
2021-12-29,30.273000717163086,30.54800033569336,29.365999221801758,30.000999450683594,343139000,29.942995071411133,0.0,0.0,NVDA
2021-12-30,29.82699966430664,30.457000732421875,29.540000915527344,29.586000442504883,308864000,29.52880096435547,0.0,0.0,NVDA
2021-12-31,29.673999786376953,30.030000686645508,29.33099937438965,29.410999298095703,266530000,29.35413360595703,0.0,0.0,NVDA
2022-01-03,29.815000534057617,30.711000442504883,29.78499984741211,30.121000289916992,391547000,30.062768936157227,0.0,0.0,NVDA
2022-01-04,30.277000427246094,30.468000411987305,28.349000930786133,29.290000915527344,527154000,29.23337173461914,0.0,0.0,NVDA
2022-01-05,28.948999404907227,29.416000366210938,27.533000946044922,27.604000091552734,498064000,27.550630569458008,0.0,0.0,NVDA
2022-01-06,27.639999389648438,28.437999725341797,27.065000534057617,28.17799949645996,454186000,28.123523712158203,0.0,0.0,NVDA
2022-01-07,28.141000747680664,28.422000885009766,27.05699920654297,27.246999740600586,409939000,27.194326400756836,0.0,0.0,NVDA
2022-01-10,26.58099937438965,27.4689998626709,25.643999099731445,27.399999618530273,594681000,27.347023010253906,0.0,0.0,NVDA
2022-01-11,27.322999954223633,28.065000534057617,26.839000701904297,27.816999435424805,404089000,27.763219833374023,0.0,0.0,NVDA
2022-01-12,28.066999435424805,28.594999313354492,27.607999801635742,27.999000549316406,383413000,27.944868087768555,0.0,0.0,NVDA
2022-01-13,28.378999710083008,28.479999542236328,26.49799919128418,26.575000762939453,540171000,26.52362632751465,0.0,0.0,NVDA
2022-01-14,26.299999237060547,27.19700050354004,26.209999084472656,26.941999435424805,395832000,26.889909744262695,0.0,0.0,NVDA
2022-01-18,26.260000228881836,26.63800048828125,25.770000457763672,25.902999877929688,424270000,25.852920532226562,0.0,0.0,NVDA
2022-01-19,26.07900047302246,26.542999267578125,25.052000045776367,25.066999435424805,488315000,25.018537521362305,0.0,0.0,NVDA
2022-01-20,25.304000854492188,25.57900047302246,24.077999114990234,24.149999618530273,435181000,24.103309631347656,0.0,0.0,NVDA
2022-01-21,23.506999969482422,24.822999954223633,23.26300048828125,23.374000549316406,718958000,23.328813552856445,0.0,0.0,NVDA
2022-01-24,22.329999923706055,23.3799991607666,20.88800048828125,23.371999740600586,913982000,23.326812744140625,0.0,0.0,NVDA
2022-01-25,22.54599952697754,22.94300079345703,22.0,22.323999404907227,664616000,22.280838012695312,0.0,0.0,NVDA
2022-01-26,23.239999771118164,24.05699920654297,22.299999237060547,22.77199935913086,755959000,22.727970123291016,0.0,0.0,NVDA
2022-01-27,23.56800079345703,23.9950008392334,21.674999237060547,21.944000244140625,573353000,21.90157699584961,0.0,0.0,NVDA
2022-01-28,22.011999130249023,22.857999801635742,21.29599952697754,22.84000015258789,543774000,22.795839309692383,0.0,0.0,NVDA
2022-01-31,23.18199920654297,24.509000778198242,23.052000045776367,24.486000061035156,564680000,24.438657760620117,0.0,0.0,NVDA
2022-02-01,25.104000091552734,25.145000457763672,23.889999389648438,24.63800048828125,518925000,24.590362548828125,0.0,0.0,NVDA
2022-02-02,25.79400062561035,25.816999435424805,24.55299949645996,25.242000579833984,543419000,25.19319725036621,0.0,0.0,NVDA
2022-02-03,24.45800018310547,25.07699966430664,23.780000686645508,23.947999954223633,410178000,23.90169906616211,0.0,0.0,NVDA
2022-02-04,23.972000122070312,24.635000228881836,23.631999969482422,24.319000244140625,354829000,24.27198600769043,0.0,0.0,NVDA
2022-02-07,24.371999740600586,25.18199920654297,24.20199966430664,24.72800064086914,376868000,24.68018913269043,0.0,0.0,NVDA
2022-02-08,24.358999252319336,25.229999542236328,23.979999542236328,25.107999801635742,410359000,25.0594539642334,0.0,0.0,NVDA
2022-02-09,25.621999740600586,26.725000381469727,25.35300064086914,26.704999923706055,524282000,26.653371810913086,0.0,0.0,NVDA
2022-02-10,25.9950008392334,26.924999237060547,25.600000381469727,25.823999404907227,513200000,25.77407455444336,0.0,0.0,NVDA
2022-02-11,25.916000366210938,26.152000427246094,23.773000717163086,23.948999404907227,605472000,23.902698516845703,0.0,0.0,NVDA
2022-02-14,23.93400001525879,24.875,23.7549991607666,24.267000198364258,440424000,24.220083236694336,0.0,0.0,NVDA
2022-02-15,24.948999404907227,26.545000076293945,24.784000396728516,26.4950008392334,699869000,26.443775177001953,0.0,0.0,NVDA
2022-02-16,26.259000778198242,26.582000732421875,25.552000045776367,26.51099967956543,732676000,26.45974349975586,0.0,0.0,NVDA
2022-02-17,25.6299991607666,25.78499984741211,24.165000915527344,24.506999969482422,810595000,24.459617614746094,0.0,0.0,NVDA
2022-02-18,24.667999267578125,24.986000061035156,23.100000381469727,23.642000198364258,761255000,23.596290588378906,0.0,0.0,NVDA
2022-02-22,23.03499984741211,24.06399917602539,23.0,23.389999389648438,633422000,23.344776153564453,0.0,0.0,NVDA
2022-02-23,23.802000045776367,24.155000686645508,22.301000595092773,22.386999130249023,566511000,22.343719482421875,0.0,0.0,NVDA
2022-02-24,21.014999389648438,23.799999237060547,20.889999389648438,23.74799919128418,735801000,23.70208740234375,0.0,0.0,NVDA
2022-02-25,23.72100067138672,24.216999053955078,23.381000518798828,24.156999588012695,528866000,24.11029624938965,0.0,0.0,NVDA
2022-02-28,23.992000579833984,24.665000915527344,23.707000732421875,24.385000228881836,477319000,24.33785629272461,0.0,0.0,NVDA
2022-03-01,24.291000366210938,24.37700080871582,23.131999969482422,23.476999282836914,412056000,23.431610107421875,0.0,0.0,NVDA
2022-03-02,23.756000518798828,24.409000396728516,23.415000915527344,24.219999313354492,389642000,24.177295684814453,0.004,0.0,NVDA
2022-03-03,24.261999130249023,24.326000213623047,23.4689998626709,23.714000701904297,365095000,23.672189712524414,0.0,0.0,NVDA
2022-03-04,23.384000778198242,23.68000030517578,22.48200035095215,22.93600082397461,431415000,22.895559310913086,0.0,0.0,NVDA
2022-03-07,22.816999435424805,23.033000946044922,21.329999923706055,21.351999282836914,450821000,21.314346313476562,0.0,0.0,NVDA
2022-03-08,21.30900001525879,22.37299919128418,20.649999618530273,21.513999938964844,557467000,21.47606086730957,0.0,0.0,NVDA
2022-03-09,22.386999130249023,23.219999313354492,22.246999740600586,23.013999938964844,492742000,22.973419189453125,0.0,0.0,NVDA
2022-03-10,22.5310001373291,22.788000106811523,21.881999969482422,22.658000946044922,428066000,22.618051528930664,0.0,0.0,NVDA
2022-03-11,23.02199935913086,23.145000457763672,22.04599952697754,22.100000381469727,367209000,22.0610294342041,0.0,0.0,NVDA
2022-03-14,21.868999481201172,22.261999130249023,21.159000396728516,21.329999923706055,385354000,21.292388916015625,0.0,0.0,NVDA
2022-03-15,21.51799964904785,23.038000106811523,21.32200050354004,22.972999572753906,491996000,22.9324893951416,0.0,0.0,NVDA
2022-03-16,23.5,24.597000122070312,23.172000885009766,24.496000289916992,671422000,24.45280647277832,0.0,0.0,NVDA
2022-03-17,24.1200008392334,24.841999053955078,23.9060001373291,24.766000747680664,471941000,24.722332000732422,0.0,0.0,NVDA
